r_u, r_v, r_u SSD, r_v SSD, sum of within-region SSD
(74,), (407,), 0.0, 0.0, 0.10999999999999992
(321,), (280,), 0.0, 0.0, 0.22499999999999987
(193,), (286,), 0.0, 0.0, 0.4150000000000001
(353,), (381,), 0.0, 0.0, 0.65
(498,), (335,), 0.0, 0.0, 0.9249999999999999
(431,), (461,), 0.0, 0.0, 1.215
(156,), (503,), 0.0, 0.0, 1.51
(21,), (481,), 0.0, 0.0, 1.825
(489,), (377,), 0.0, 0.0, 2.1949999999999994
(444,), (450,), 0.0, 0.0, 2.5699999999999994
(36,), (215,), 0.0, 0.0, 2.945
(318,), (378,), 0.0, 0.0, 3.34
(215,), (507,), 0.0, 0.0, 3.924999999999999
(417,), (377,), 0.0, 0.0, 4.614999999999999
(134,), (129,), 0.0, 0.0, 5.044999999999999
(433,), (469,), 0.0, 0.0, 5.485
(406,), (317,), 0.0, 0.0, 5.955
(78,), (299,), 0.0, 0.0, 6.43
(81,), (454,), 0.0, 0.0, 6.92
(236,), (229,), 0.0, 0.0, 7.43
(311,), (375,), 0.0, 0.0, 7.944999999999999
(508,), (443,), 0.0, 0.0, 8.459999999999999
(239,), (443,), 0.0, 0.0, 8.738333333333337
(392,), (406,), 0.0, 0.0, 9.595000000000002
(91,), (168,), 0.0, 0.0, 10.145000000000003
(475,), (429,), 0.0, 0.0, 10.710000000000003
(13,), (130,), 0.0, 0.0, 11.275000000000007
(431,), (469,), 0.0, 0.0, 12.745
(4,), (211,), 0.0, 0.0, 13.315
(443,), (317,), 0.0, 0.0, 15.908333333333333
(273,), (309,), 0.0, 0.0, 16.493333333333332
(115,), (233,), 0.0, 0.0, 17.083333333333336
(481,), (409,), 0.0, 0.0, 17.61500000000001
(67,), (69,), 0.0, 0.0, 18.30000000000002
(258,), (383,), 0.0, 0.0, 18.990000000000023
(211,), (341,), 0.0, 0.0, 19.76000000000002
(334,), (51,), 0.0, 0.0, 20.455000000000027
(120,), (402,), 0.0, 0.0, 21.160000000000025
(189,), (230,), 0.0, 0.0, 21.870000000000033
(212,), (253,), 0.0, 0.0, 22.585000000000036
(197,), (326,), 0.0, 0.0, 23.310000000000045
(80,), (114,), 0.0, 0.0, 24.060000000000045
(202,), (133,), 0.0, 0.0, 24.815000000000055
(251,), (36,), 0.0, 0.0, 26.000000000000057
(222,), (186,), 0.0, 0.0, 26.760000000000062
(60,), (59,), 0.0, 0.0, 27.530000000000065
(273,), (251,), 0.0, 0.0, 32.51833333333337
(286,), (349,), 0.0, 0.0, 33.65500000000004
(260,), (255,), 0.0, 0.0, 34.42500000000004
(220,), (182,), 0.0, 0.0, 35.200000000000045
(320,), (383,), 0.0, 0.0, 36.73000000000003
(114,), (144,), 0.0, 0.0, 38.62000000000005
(48,), (121,), 0.0, 0.0, 39.44000000000004
(174,), (63,), 0.0, 0.0, 40.26000000000003
(36,), (175,), 0.0, 0.0, 43.001666666666736
(401,), (481,), 0.0, 0.0, 44.30500000000009
(213,), (316,), 0.0, 0.0, 45.15500000000009
(393,), (443,), 0.0, 0.0, 46.884523809523905
(134,), (156,), 0.0, 0.0, 49.787023809523866
(178,), (274,), 0.0, 0.0, 50.65702380952387
(313,), (462,), 0.0, 0.0, 51.52702380952386
(31,), (270,), 0.0, 0.0, 52.40202380952386
(298,), (259,), 0.0, 0.0, 53.28202380952386
(99,), (339,), 0.0, 0.0, 54.162023809523866
(359,), (492,), 0.0, 0.0, 55.04702380952386
(395,), (484,), 0.0, 0.0, 55.94202380952387
(358,), (304,), 0.0, 0.0, 56.83702380952386
(321,), (281,), 0.0, 0.0, 57.96202380952386
(89,), (489,), 0.0, 0.0, 58.99702380952387
(121,), (424,), 0.0, 0.0, 59.64369047619053
(89,), (386,), 0.0, 0.0, 59.97669047619054
(270,), (64,), 0.0, 0.0, 60.97502380952388
(280,), (391,), 0.0, 0.0, 62.12752380952389
(431,), (472,), 0.0, 0.0, 64.1195238095239
(64,), (499,), 0.0, 0.0, 64.50869047619055
(15,), (408,), 0.0, 0.0, 65.47869047619058
(39,), (475,), 0.0, 0.0, 67.09369047619059
(159,), (299,), 0.0, 0.0, 67.7520238095239
(295,), (234,), 0.0, 0.0, 68.74202380952391
(429,), (457,), 0.0, 0.0, 70.62452380952396
(346,), (488,), 0.0, 0.0, 71.61952380952397
(356,), (314,), 0.0, 0.0, 72.62452380952394
(388,), (484,), 0.0, 0.0, 74.2361904761906
(495,), (451,), 0.0, 0.0, 75.24619047619059
(394,), (476,), 0.0, 0.0, 76.26119047619058
(6,), (85,), 0.0, 0.0, 77.29119047619058
(171,), (35,), 0.0, 0.0, 78.3311904761906
(14,), (345,), 0.0, 0.0, 79.37119047619059
(14,), (15,), 0.0, 0.0, 82.8761904761906
(286,), (240,), 0.0, 0.0, 84.39452380952389
(100,), (39,), 0.0, 0.0, 84.82002380952383
(432,), (445,), 0.0, 0.0, 85.89002380952383
(142,), (152,), 0.0, 0.0, 86.96002380952382
(13,), (369,), 0.0, 0.0, 88.9016904761905
(312,), (249,), 0.0, 0.0, 89.97669047619048
(57,), (148,), 0.0, 0.0, 91.0516904761905
(128,), (219,), 0.0, 0.0, 92.13169047619051
(176,), (298,), 0.0, 0.0, 93.9383571428572
(133,), (467,), 0.0, 0.0, 95.86335714285723
(217,), (506,), 0.0, 0.0, 96.97335714285721
(83,), (466,), 0.0, 0.0, 98.08835714285722
(132,), (469,), 0.0, 0.0, 100.03135714285717
(17,), (171,), 0.0, 0.0, 102.69135714285717
(6,), (277,), 0.0, 0.0, 105.53469047619052
(128,), (167,), 0.0, 0.0, 107.93469047619053
(499,), (493,), 0.0, 0.0, 109.3201904761905
(216,), (286,), 0.0, 0.0, 110.93119047619051
(167,), (453,), 0.0, 0.0, 113.72369047619048
(99,), (498,), 0.0, 0.0, 117.58119047619047
(288,), (375,), 0.0, 0.0, 119.36619047619048
(285,), (326,), 0.0, 0.0, 120.15452380952382
(117,), (186,), 0.0, 0.0, 121.47452380952379
(74,), (356,), 0.0, 0.0, 123.5120238095238
(135,), (451,), 0.0, 0.0, 125.58202380952382
(200,), (320,), 0.0, 0.0, 127.7245238095238
(13,), (261,), 0.0, 0.0, 129.82285714285712
(162,), (222,), 0.0, 0.0, 132.14535714285708
(135,), (254,), 0.0, 0.0, 134.71035714285708
(74,), (410,), 0.0, 0.0, 136.88585714285708
(500,), (434,), 0.0, 0.0, 138.14085714285707
(320,), (430,), 0.0, 0.0, 140.96235714285697
(195,), (367,), 0.0, 0.0, 142.22735714285696
(89,), (224,), 0.0, 0.0, 146.91769047619036
(365,), (407,), 0.0, 0.0, 150.21302380952366
(343,), (260,), 0.0, 0.0, 151.70969047619033
(143,), (138,), 0.0, 0.0, 152.9946904761903
(261,), (260,), 0.0, 0.0, 153.95445238095226
(118,), (444,), 0.0, 0.0, 155.21945238095222
(420,), (264,), 0.0, 0.0, 156.51445238095218
(485,), (493,), 0.0, 0.0, 161.51978571428563
(288,), (195,), 0.0, 0.0, 165.69478571428553
(150,), (49,), 0.0, 0.0, 167.00478571428553
(141,), (493,), 0.0, 0.0, 169.32288095238073
(95,), (315,), 0.0, 0.0, 170.6528809523807
(235,), (264,), 0.0, 0.0, 172.1045476190474
(19,), (62,), 0.0, 0.0, 173.43454761904744
(269,), (428,), 0.0, 0.0, 174.7845476190474
(160,), (138,), 0.0, 0.0, 175.9195476190474
(227,), (254,), 0.0, 0.0, 178.1385476190475
(156,), (372,), 0.0, 0.0, 181.14704761904747
