id1, id2, weight
394, 46, 0.0
17, 21, 0.0
475, 429, 0.0
415, 256, 0.0
356, 324, 0.0
506, 264, 0.0
195, 287, 0.0
269, 427, 0.0
408, 378, 0.0
156, 139, 0.0
314, 356, 0.0
313, 316, 0.0
489, 377, 0.0
206, 131, 0.0
168, 176, 0.0
236, 383, 0.0
351, 354, 0.0
388, 396, 0.0
37, 292, 0.0
155, 3, 0.0
321, 375, 0.0
74, 212, 0.0
157, 303, 0.0
407, 74, 0.0
333, 337, 0.0
189, 230, 0.0
114, 144, 0.0
6, 277, 0.0
293, 251, 0.0
257, 106, 0.0
285, 161, 0.0
441, 445, 0.0
127, 183, 0.0
391, 375, 0.0
437, 450, 0.0
47, 221, 0.0
222, 117, 0.0
455, 145, 0.0
488, 276, 0.0
453, 246, 0.0
373, 226, 0.0
356, 74, 0.0
495, 459, 0.0
452, 138, 0.0
14, 15, 0.0
135, 451, 0.0
72, 115, 0.0
481, 441, 0.0
191, 66, 0.0
261, 260, 0.0
105, 330, 0.0
259, 503, 0.0
82, 470, 0.0
239, 443, 0.0
87, 471, 0.0
177, 404, 0.0
283, 374, 0.0
369, 60, 0.0
134, 129, 0.0
41, 129, 0.0
162, 358, 0.0
178, 355, 0.0
185, 127, 0.0
319, 456, 0.0
406, 317, 0.0
2, 54, 0.0
125, 494, 0.0
160, 138, 0.0
64, 248, 0.0
508, 443, 0.0
275, 300, 0.0
84, 266, 0.0
205, 60, 0.0
462, 313, 0.0
79, 168, 0.0
244, 383, 0.0
159, 206, 0.0
255, 261, 0.0
425, 256, 0.0
128, 420, 0.0049999999999999645
95, 113, 0.0049999999999999645
507, 357, 0.0049999999999999645
231, 173, 0.0049999999999999645
235, 173, 0.0049999999999999645
89, 413, 0.0049999999999999645
176, 89, 0.0049999999999999645
200, 247, 0.0049999999999999645
37, 200, 0.0049999999999999645
188, 292, 0.0049999999999999645
174, 63, 0.0049999999999999645
72, 174, 0.0049999999999999645
76, 272, 0.0049999999999999645
209, 341, 0.0049999999999999645
91, 414, 0.0049999999999999645
79, 91, 0.0049999999999999645
196, 286, 0.0049999999999999645
48, 121, 0.0049999999999999645
399, 75, 0.0049999999999999645
10, 163, 0.0049999999999999645
148, 336, 0.0049999999999999645
52, 107, 0.0049999999999999645
463, 464, 0.0049999999999999645
150, 427, 0.0049999999999999645
268, 455, 0.0049999999999999645
345, 14, 0.0049999999999999645
197, 488, 0.0049999999999999645
207, 453, 0.0049999999999999645
80, 144, 0.0049999999999999645
298, 259, 0.0049999999999999645
284, 333, 0.0049999999999999645
480, 470, 0.0049999999999999645
262, 221, 0.0049999999999999645
340, 248, 0.0049999999999999645
273, 117, 0.0049999999999999645
358, 222, 0.0049999999999999645
364, 462, 0.0049999999999999645
383, 364, 0.0049999999999999645
193, 236, 0.0049999999999999645
280, 391, 0.0049999999999999645
485, 415, 0.0049999999999999645
393, 443, 0.0049999999999999645
13, 261, 0.0049999999999999645
394, 205, 0.0049999999999999645
84, 159, 0.0049999999999999645
4, 34, 0.020000000000000035
27, 103, 0.020000000000000035
295, 234, 0.020000000000000035
67, 69, 0.020000000000000035
160, 67, 0.020000000000000035
254, 461, 0.020000000000000035
431, 461, 0.020000000000000035
94, 353, 0.020000000000000035
327, 339, 0.020000000000000035
179, 288, 0.020000000000000035
194, 338, 0.020000000000000035
307, 418, 0.020000000000000035
25, 278, 0.020000000000000035
271, 352, 0.020000000000000035
241, 265, 0.020000000000000035
35, 325, 0.020000000000000035
320, 430, 0.020000000000000035
500, 434, 0.020000000000000035
167, 219, 0.020000000000000035
152, 348, 0.020000000000000035
32, 412, 0.020000000000000035
123, 281, 0.020000000000000035
263, 182, 0.020000000000000035
347, 362, 0.020000000000000035
335, 381, 0.020000000000000035
274, 486, 0.020000000000000035
133, 467, 0.020000000000000035
387, 422, 0.020000000000000035
108, 478, 0.020000000000000035
118, 444, 0.020000000000000035
53, 308, 0.020000000000000035
331, 426, 0.020000000000000035
334, 51, 0.020000000000000035
143, 138, 0.020000000000000035
236, 194, 0.020000000000000035
271, 316, 0.020000000000000035
497, 167, 0.04499999999999994
57, 426, 0.04499999999999995
305, 263, 0.04499999999999995
211, 305, 0.04499999999999995
202, 133, 0.04499999999999994
330, 138, 0.020000000000000035
367, 195, 0.020000000000000035
458, 506, 0.020000000000000035
229, 177, 0.020000000000000035
190, 66, 0.020000000000000035
372, 156, 0.020000000000000035
289, 277, 0.020000000000000035
457, 471, 0.020000000000000035
469, 494, 0.020000000000000035
20, 17, 0.020000000000000035
441, 21, 0.020000000000000035
409, 481, 0.020000000000000035
490, 475, 0.020000000000000035
43, 285, 0.020000000000000035
22, 283, 0.020000000000000035
49, 257, 0.020000000000000035
323, 251, 0.020000000000000035
42, 134, 0.020000000000000035
376, 462, 0.020000000000000035
384, 407, 0.020000000000000035
272, 452, 0.04499999999999995
60, 347, 0.04499999999999995
178, 274, 0.04499999999999995
122, 441, 0.04499999999999995
401, 441, 0.04499999999999995
104, 445, 0.04499999999999995
286, 404, 0.020000000000000035
349, 286, 0.020000000000000035
214, 391, 0.020000000000000035
28, 191, 0.04499999999999995
153, 66, 0.04499999999999995
428, 269, 0.020000000000000035
257, 150, 0.04499999999999995
171, 427, 0.020000000000000035
302, 455, 0.020000000000000035
326, 488, 0.020000000000000035
361, 276, 0.020000000000000035
180, 113, 0.020000000000000035
435, 113, 0.020000000000000035
304, 507, 0.04499999999999994
358, 304, 0.020000000000000035
36, 117, 0.04499999999999994
98, 358, 0.020000000000000035
78, 107, 0.020000000000000035
